Order_ID,Status,Status_Date,Updated_By
CA-2016-135545,Shipped,2016-11-30 00:00:00,ShippingDept
CA-2016-135545,Delivered,2016-12-02 00:00:00,DeliveryService
US-2016-164175,Pending,2016-04-30 00:00:00,System
US-2016-164175,Confirmed,2016-04-30 03:00:00,OrderManager
US-2016-164175,Processing,2016-05-01 02:00:00,WarehouseStaff
US-2016-164175,Shipped,2016-05-05 00:00:00,ShippingDept
US-2016-164175,Delivered,2016-05-07 00:00:00,DeliveryService
CA-2015-106376,Pending,2015-12-05 00:00:00,System
CA-2015-106376,Confirmed,2015-12-05 01:00:00,OrderManager
CA-2015-106376,Processing,2015-12-05 23:00:00,WarehouseStaff
CA-2015-106376,Shipped,2015-12-10 00:00:00,ShippingDept
CA-2015-106376,Delivered,2015-12-16 00:00:00,DeliveryService
CA-2017-119823,Pending,2017-06-04 00:00:00,System
CA-2017-119823,Confirmed,2017-06-04 06:00:00,OrderManager
CA-2017-119823,Processing,2017-06-04 17:00:00,WarehouseStaff
CA-2017-119823,Shipped,2017-06-06 00:00:00,ShippingDept
CA-2017-119823,Delivered,2017-06-10 00:00:00,DeliveryService
CA-2017-106075,Pending,2017-09-18 00:00:00,System
CA-2017-106075,Confirmed,2017-09-18 08:00:00,OrderManager
CA-2017-106075,Processing,2017-09-19 00:00:00,WarehouseStaff
CA-2017-106075,Shipped,2017-09-23 00:00:00,ShippingDept
CA-2017-106075,Delivered,2017-09-30 00:00:00,DeliveryService
CA-2018-114440,Pending,2018-09-14 00:00:00,System
CA-2018-114440,Confirmed,2018-09-14 10:00:00,OrderManager
CA-2018-114440,Processing,2018-09-15 04:00:00,WarehouseStaff
CA-2018-114440,Shipped,2018-09-17 00:00:00,ShippingDept
CA-2018-114440,Delivered,2018-09-24 00:00:00,DeliveryService
US-2016-134026,Pending,2016-04-26 00:00:00,System
US-2016-134026,Confirmed,2016-04-26 04:00:00,OrderManager
US-2016-134026,Processing,2016-04-27 01:00:00,WarehouseStaff
US-2016-134026,Shipped,2016-05-02 00:00:00,ShippingDept
US-2016-134026,Delivered,2016-05-08 00:00:00,DeliveryService
US-2018-118038,Pending,2018-12-09 00:00:00,System
US-2018-118038,Confirmed,2018-12-09 06:00:00,OrderManager
US-2018-118038,Processing,2018-12-10 01:00:00,WarehouseStaff
US-2018-118038,Shipped,2018-12-11 00:00:00,ShippingDept
US-2018-118038,Delivered,2018-12-14 00:00:00,DeliveryService
US-2015-147606,Pending,2015-11-26 00:00:00,System
US-2015-147606,Confirmed,2015-11-26 02:00:00,OrderManager
US-2015-147606,Processing,2015-11-26 16:00:00,WarehouseStaff
US-2015-147606,Shipped,2015-12-01 00:00:00,ShippingDept
US-2015-147606,Delivered,2015-12-03 00:00:00,DeliveryService
CA-2017-127208,Pending,2017-06-12 00:00:00,System
CA-2017-127208,Confirmed,2017-06-12 08:00:00,OrderManager
CA-2017-127208,Processing,2017-06-12 17:00:00,WarehouseStaff
CA-2017-127208,Shipped,2017-06-15 00:00:00,ShippingDept
CA-2017-127208,Delivered,2017-06-20 00:00:00,DeliveryService
CA-2015-139451,Pending,2015-10-12 00:00:00,System
CA-2015-139451,Confirmed,2015-10-12 10:00:00,OrderManager
CA-2015-139451,Processing,2015-10-13 05:00:00,WarehouseStaff
CA-2015-139451,Shipped,2015-10-16 00:00:00,ShippingDept
CA-2015-139451,Delivered,2015-10-21 00:00:00,DeliveryService
CA-2016-149734,Pending,2016-09-03 00:00:00,System
CA-2016-149734,Confirmed,2016-09-03 08:00:00,OrderManager
CA-2016-149734,Processing,2016-09-03 14:00:00,WarehouseStaff
CA-2016-149734,Shipped,2016-09-08 00:00:00,ShippingDept
CA-2016-149734,Delivered,2016-09-13 00:00:00,DeliveryService
US-2018-119662,Pending,2018-11-13 00:00:00,System
US-2018-119662,Confirmed,2018-11-13 11:00:00,OrderManager
US-2018-119662,Processing,2018-11-13 23:00:00,WarehouseStaff
US-2018-119662,Shipped,2018-11-16 00:00:00,ShippingDept
US-2018-119662,Delivered,2018-11-22 00:00:00,DeliveryService
CA-2018-140088,Pending,2018-05-28 00:00:00,System
CA-2018-140088,Confirmed,2018-05-28 06:00:00,OrderManager
CA-2018-140088,Processing,2018-05-29 01:00:00,WarehouseStaff
CA-2018-140088,Shipped,2018-05-30 00:00:00,ShippingDept
CA-2018-140088,Delivered,2018-06-02 00:00:00,DeliveryService
CA-2018-155558,Pending,2018-10-26 00:00:00,System
CA-2018-155558,Confirmed,2018-10-26 04:00:00,OrderManager
CA-2018-155558,Processing,2018-10-26 16:00:00,WarehouseStaff
CA-2018-155558,Shipped,2018-11-02 00:00:00,ShippingDept
CA-2018-155558,Delivered,2018-11-07 00:00:00,DeliveryService
CA-2017-159695,Pending,2017-04-05 00:00:00,System
CA-2017-159695,Confirmed,2017-04-05 09:00:00,OrderManager
CA-2017-159695,Processing,2017-04-06 06:00:00,WarehouseStaff
CA-2017-159695,Shipped,2017-04-10 00:00:00,ShippingDept
CA-2017-159695,Delivered,2017-04-15 00:00:00,DeliveryService
CA-2017-109806,Pending,2017-09-17 00:00:00,System
CA-2017-109806,Confirmed,2017-09-17 08:00:00,OrderManager
CA-2017-109806,Processing,2017-09-18 01:00:00,WarehouseStaff
CA-2017-109806,Shipped,2017-09-22 00:00:00,ShippingDept
CA-2017-109806,Delivered,2017-09-28 00:00:00,DeliveryService
CA-2016-149587,Pending,2016-01-31 00:00:00,System
CA-2016-149587,Confirmed,2016-01-31 08:00:00,OrderManager
CA-2016-149587,Processing,2016-02-01 06:00:00,WarehouseStaff
CA-2016-149587,Shipped,2016-02-05 00:00:00,ShippingDept
CA-2016-149587,Delivered,2016-02-08 00:00:00,DeliveryService
US-2018-109484,Pending,2018-11-06 00:00:00,System
US-2018-109484,Confirmed,2018-11-06 06:00:00,OrderManager
US-2018-109484,Processing,2018-11-06 19:00:00,WarehouseStaff
US-2018-109484,Shipped,2018-11-12 00:00:00,ShippingDept
US-2018-109484,Delivered,2018-11-14 00:00:00,DeliveryService
CA-2018-161018,Pending,2018-11-09 00:00:00,System
CA-2018-161018,Confirmed,2018-11-09 06:00:00,OrderManager
CA-2018-161018,Processing,2018-11-09 22:00:00,WarehouseStaff
CA-2018-161018,Shipped,2018-11-11 00:00:00,ShippingDept
CA-2018-161018,Delivered,2018-11-16 00:00:00,DeliveryService
CA-2018-157833,Pending,2018-06-17 00:00:00,System
CA-2018-157833,Confirmed,2018-06-17 12:00:00,OrderManager
CA-2018-157833,Processing,2018-06-17 22:00:00,WarehouseStaff
CA-2018-157833,Shipped,2018-06-20 00:00:00,ShippingDept
CA-2018-157833,Delivered,2018-06-23 00:00:00,DeliveryService
CA-2017-149223,Pending,2017-09-06 00:00:00,System
CA-2017-149223,Confirmed,2017-09-06 01:00:00,OrderManager
CA-2017-149223,Processing,2017-09-06 07:00:00,WarehouseStaff
CA-2017-149223,Shipped,2017-09-11 00:00:00,ShippingDept
CA-2017-149223,Delivered,2017-09-15 00:00:00,DeliveryService
CA-2017-158568,Pending,2017-08-29 00:00:00,System
CA-2017-158568,Confirmed,2017-08-29 12:00:00,OrderManager
CA-2017-158568,Processing,2017-08-30 06:00:00,WarehouseStaff
CA-2017-158568,Shipped,2017-09-02 00:00:00,ShippingDept
CA-2017-158568,Delivered,2017-09-04 00:00:00,DeliveryService
CA-2017-129903,Pending,2017-12-01 00:00:00,System
CA-2017-129903,Confirmed,2017-12-01 01:00:00,OrderManager
CA-2017-129903,Processing,2017-12-01 14:00:00,WarehouseStaff
CA-2017-129903,Shipped,2017-12-04 00:00:00,ShippingDept
CA-2017-129903,Delivered,2017-12-08 00:00:00,DeliveryService
US-2016-156867,Pending,2016-11-13 00:00:00,System
US-2016-156867,Confirmed,2016-11-13 01:00:00,OrderManager
US-2016-156867,Processing,2016-11-13 20:00:00,WarehouseStaff
US-2016-156867,Shipped,2016-11-17 00:00:00,ShippingDept
US-2016-156867,Delivered,2016-11-23 00:00:00,DeliveryService
CA-2018-119004,Pending,2018-11-23 00:00:00,System
CA-2018-119004,Confirmed,2018-11-23 06:00:00,OrderManager
CA-2018-119004,Processing,2018-11-23 21:00:00,WarehouseStaff
CA-2018-119004,Shipped,2018-11-28 00:00:00,ShippingDept
CA-2018-119004,Delivered,2018-11-30 00:00:00,DeliveryService
CA-2016-129476,Pending,2016-10-15 00:00:00,System
CA-2016-129476,Confirmed,2016-10-15 09:00:00,OrderManager
CA-2016-129476,Processing,2016-10-15 18:00:00,WarehouseStaff
CA-2016-129476,Shipped,2016-10-20 00:00:00,ShippingDept
CA-2016-129476,Delivered,2016-10-27 00:00:00,DeliveryService
CA-2018-146780,Pending,2018-12-25 00:00:00,System
CA-2018-146780,Confirmed,2018-12-25 04:00:00,OrderManager
CA-2018-146780,Processing,2018-12-26 00:00:00,WarehouseStaff
CA-2018-146780,Shipped,2018-12-30 00:00:00,ShippingDept
CA-2018-146780,Delivered,2019-01-06 00:00:00,DeliveryService
CA-2017-128867,Pending,2017-11-03 00:00:00,System
CA-2017-128867,Confirmed,2017-11-03 10:00:00,OrderManager
CA-2017-128867,Processing,2017-11-03 20:00:00,WarehouseStaff
CA-2017-128867,Shipped,2017-11-10 00:00:00,ShippingDept
CA-2017-128867,Delivered,2017-11-15 00:00:00,DeliveryService
CA-2015-115259,Pending,2015-08-25 00:00:00,System
CA-2015-115259,Confirmed,2015-08-25 10:00:00,OrderManager
CA-2015-115259,Processing,2015-08-26 09:00:00,WarehouseStaff
CA-2015-115259,Shipped,2015-08-27 00:00:00,ShippingDept
CA-2015-115259,Delivered,2015-09-02 00:00:00,DeliveryService
CA-2016-110457,Pending,2016-03-02 00:00:00,System
CA-2016-110457,Confirmed,2016-03-02 04:00:00,OrderManager
CA-2016-110457,Processing,2016-03-02 14:00:00,WarehouseStaff
CA-2016-110457,Shipped,2016-03-06 00:00:00,ShippingDept
CA-2016-110457,Delivered,2016-03-10 00:00:00,DeliveryService
US-2016-136476,Pending,2016-04-05 00:00:00,System
US-2016-136476,Confirmed,2016-04-05 04:00:00,OrderManager
US-2016-136476,Processing,2016-04-05 23:00:00,WarehouseStaff
US-2016-136476,Shipped,2016-04-10 00:00:00,ShippingDept
US-2016-136476,Delivered,2016-04-17 00:00:00,DeliveryService
CA-2017-103730,Pending,2017-06-12 00:00:00,System
CA-2017-103730,Confirmed,2017-06-12 11:00:00,OrderManager
CA-2017-103730,Processing,2017-06-13 09:00:00,WarehouseStaff
CA-2017-103730,Shipped,2017-06-15 00:00:00,ShippingDept
CA-2017-103730,Delivered,2017-06-21 00:00:00,DeliveryService
US-2015-152030,Pending,2015-12-26 00:00:00,System
US-2015-152030,Confirmed,2015-12-26 10:00:00,OrderManager
US-2015-152030,Processing,2015-12-26 18:00:00,WarehouseStaff
US-2015-152030,Shipped,2015-12-28 00:00:00,ShippingDept
US-2015-152030,Delivered,2016-01-04 00:00:00,DeliveryService
US-2015-134614,Pending,2015-09-20 00:00:00,System
US-2015-134614,Confirmed,2015-09-20 04:00:00,OrderManager
US-2015-134614,Processing,2015-09-20 21:00:00,WarehouseStaff
US-2015-134614,Shipped,2015-09-25 00:00:00,ShippingDept
US-2015-134614,Delivered,2015-10-02 00:00:00,DeliveryService
US-2018-107272,Pending,2018-11-05 00:00:00,System
US-2018-107272,Confirmed,2018-11-05 03:00:00,OrderManager
US-2018-107272,Processing,2018-11-05 22:00:00,WarehouseStaff
US-2018-107272,Shipped,2018-11-12 00:00:00,ShippingDept
US-2018-107272,Delivered,2018-11-14 00:00:00,DeliveryService
US-2017-125969,Pending,2017-11-06 00:00:00,System
US-2017-125969,Confirmed,2017-11-06 05:00:00,OrderManager
US-2017-125969,Processing,2017-11-06 19:00:00,WarehouseStaff
US-2017-125969,Shipped,2017-11-10 00:00:00,ShippingDept
US-2017-125969,Delivered,2017-11-13 00:00:00,DeliveryService
US-2018-164147,Pending,2018-02-02 00:00:00,System
US-2018-164147,Confirmed,2018-02-02 01:00:00,OrderManager
US-2018-164147,Processing,2018-02-02 09:00:00,WarehouseStaff
US-2018-164147,Shipped,2018-02-05 00:00:00,ShippingDept
US-2018-164147,Delivered,2018-02-08 00:00:00,DeliveryService
CA-2017-145583,Pending,2017-10-13 00:00:00,System
CA-2017-145583,Confirmed,2017-10-13 11:00:00,OrderManager
CA-2017-145583,Processing,2017-10-14 03:00:00,WarehouseStaff
CA-2017-145583,Shipped,2017-10-19 00:00:00,ShippingDept
CA-2017-145583,Delivered,2017-10-23 00:00:00,DeliveryService
CA-2017-110366,Pending,2017-09-05 00:00:00,System
CA-2017-110366,Confirmed,2017-09-05 11:00:00,OrderManager
CA-2017-110366,Processing,2017-09-06 04:00:00,WarehouseStaff
CA-2017-110366,Shipped,2017-09-07 00:00:00,ShippingDept
CA-2017-110366,Delivered,2017-09-09 00:00:00,DeliveryService
CA-2018-106180,Pending,2018-09-18 00:00:00,System
CA-2018-106180,Confirmed,2018-09-18 11:00:00,OrderManager
CA-2018-106180,Processing,2018-09-18 19:00:00,WarehouseStaff
CA-2018-106180,Shipped,2018-09-23 00:00:00,ShippingDept
CA-2018-106180,Delivered,2018-09-25 00:00:00,DeliveryService
CA-2018-155376,Pending,2018-12-22 00:00:00,System
CA-2018-155376,Confirmed,2018-12-22 02:00:00,OrderManager
CA-2018-155376,Processing,2018-12-22 11:00:00,WarehouseStaff
CA-2018-155376,Shipped,2018-12-27 00:00:00,ShippingDept
CA-2018-155376,Delivered,2019-01-02 00:00:00,DeliveryService
CA-2016-110744,Pending,2016-09-07 00:00:00,System
CA-2016-110744,Confirmed,2016-09-07 06:00:00,OrderManager
CA-2016-110744,Processing,2016-09-08 05:00:00,WarehouseStaff
CA-2016-110744,Shipped,2016-09-12 00:00:00,ShippingDept
CA-2016-110744,Delivered,2016-09-18 00:00:00,DeliveryService
CA-2015-110072,Pending,2015-10-22 00:00:00,System
CA-2015-110072,Confirmed,2015-10-22 09:00:00,OrderManager
CA-2015-110072,Processing,2015-10-23 09:00:00,WarehouseStaff
CA-2015-110072,Shipped,2015-10-28 00:00:00,ShippingDept
CA-2015-110072,Delivered,2015-11-04 00:00:00,DeliveryService
CA-2017-114489,Pending,2017-12-05 00:00:00,System
CA-2017-114489,Confirmed,2017-12-05 10:00:00,OrderManager
CA-2017-114489,Processing,2017-12-06 02:00:00,WarehouseStaff
CA-2017-114489,Shipped,2017-12-09 00:00:00,ShippingDept
CA-2017-114489,Delivered,2017-12-14 00:00:00,DeliveryService
CA-2017-158834,Pending,2017-03-13 00:00:00,System
CA-2017-158834,Confirmed,2017-03-13 08:00:00,OrderManager
CA-2017-158834,Processing,2017-03-13 16:00:00,WarehouseStaff
CA-2017-158834,Shipped,2017-03-16 00:00:00,ShippingDept
CA-2017-158834,Delivered,2017-03-21 00:00:00,DeliveryService
CA-2016-124919,Pending,2016-05-31 00:00:00,System
CA-2016-124919,Confirmed,2016-05-31 05:00:00,OrderManager
CA-2016-124919,Processing,2016-06-01 02:00:00,WarehouseStaff
CA-2016-124919,Shipped,2016-06-02 00:00:00,ShippingDept
CA-2016-124919,Delivered,2016-06-06 00:00:00,DeliveryService
CA-2016-118948,Pending,2016-05-28 00:00:00,System
CA-2016-118948,Confirmed,2016-05-28 05:00:00,OrderManager
CA-2016-118948,Processing,2016-05-28 11:00:00,WarehouseStaff
CA-2016-118948,Shipped,2016-06-03 00:00:00,ShippingDept
CA-2016-118948,Delivered,2016-06-10 00:00:00,DeliveryService
CA-2015-104269,Pending,2015-03-01 00:00:00,System
CA-2015-104269,Confirmed,2015-03-01 05:00:00,OrderManager
CA-2015-104269,Processing,2015-03-01 15:00:00,WarehouseStaff
CA-2015-104269,Shipped,2015-03-06 00:00:00,ShippingDept
CA-2015-104269,Delivered,2015-03-08 00:00:00,DeliveryService
CA-2017-114104,Pending,2017-11-20 00:00:00,System
CA-2017-114104,Confirmed,2017-11-20 12:00:00,OrderManager
CA-2017-114104,Processing,2017-11-21 02:00:00,WarehouseStaff
CA-2017-114104,Shipped,2017-11-24 00:00:00,ShippingDept
CA-2017-114104,Delivered,2017-12-01 00:00:00,DeliveryService
CA-2017-162733,Pending,2017-05-11 00:00:00,System
CA-2017-162733,Confirmed,2017-05-11 07:00:00,OrderManager
CA-2017-162733,Processing,2017-05-12 05:00:00,WarehouseStaff
CA-2017-162733,Shipped,2017-05-12 00:00:00,ShippingDept
CA-2017-162733,Delivered,2017-05-14 00:00:00,DeliveryService
CA-2016-119697,Pending,2016-12-28 00:00:00,System
CA-2016-119697,Confirmed,2016-12-28 03:00:00,OrderManager
CA-2016-119697,Processing,2016-12-29 03:00:00,WarehouseStaff
CA-2016-119697,Shipped,2016-12-31 00:00:00,ShippingDept
CA-2016-119697,Delivered,2017-01-04 00:00:00,DeliveryService
CA-2017-154508,Pending,2017-11-16 00:00:00,System
CA-2017-154508,Confirmed,2017-11-16 12:00:00,OrderManager
CA-2017-154508,Processing,2017-11-16 22:00:00,WarehouseStaff
CA-2017-154508,Shipped,2017-11-20 00:00:00,ShippingDept
CA-2017-154508,Delivered,2017-11-22 00:00:00,DeliveryService
CA-2017-113817,Pending,2017-11-07 00:00:00,System
CA-2017-113817,Confirmed,2017-11-07 09:00:00,OrderManager
CA-2017-113817,Processing,2017-11-08 05:00:00,WarehouseStaff
CA-2017-113817,Shipped,2017-11-11 00:00:00,ShippingDept
CA-2017-113817,Delivered,2017-11-16 00:00:00,DeliveryService
CA-2015-139892,Pending,2015-09-08 00:00:00,System
CA-2015-139892,Confirmed,2015-09-08 07:00:00,OrderManager
CA-2015-139892,Processing,2015-09-09 04:00:00,WarehouseStaff
CA-2015-139892,Shipped,2015-09-12 00:00:00,ShippingDept
CA-2015-139892,Delivered,2015-09-15 00:00:00,DeliveryService
CA-2015-118962,Pending,2015-08-05 00:00:00,System
CA-2015-118962,Confirmed,2015-08-05 05:00:00,OrderManager
CA-2015-118962,Processing,2015-08-06 02:00:00,WarehouseStaff
CA-2015-118962,Shipped,2015-08-09 00:00:00,ShippingDept
CA-2015-118962,Delivered,2015-08-11 00:00:00,DeliveryService
US-2015-100853,Pending,2015-09-14 00:00:00,System
US-2015-100853,Confirmed,2015-09-14 08:00:00,OrderManager
US-2015-100853,Processing,2015-09-14 14:00:00,WarehouseStaff
US-2015-100853,Shipped,2015-09-19 00:00:00,ShippingDept
US-2015-100853,Delivered,2015-09-25 00:00:00,DeliveryService
US-2018-152366,Pending,2018-04-21 00:00:00,System
US-2018-152366,Confirmed,2018-04-21 06:00:00,OrderManager
US-2018-152366,Processing,2018-04-21 12:00:00,WarehouseStaff
US-2018-152366,Shipped,2018-04-25 00:00:00,ShippingDept
US-2018-152366,Delivered,2018-04-30 00:00:00,DeliveryService
US-2016-101511,Pending,2016-11-21 00:00:00,System
